model,family,outcome,parameter,coefficient,std_error,statistic,p_value,ci_lower,ci_upper,nobs,week_clusters,region_clusters,effects,sample,covariance
exposure_headline_p999_intrahour_price_sd_asinh,exposure_headline_p999,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999,-0.023914136253425054,0.004199265676174196,-5.69483764485518,1.2370825919205686e-08,-0.03214460898982366,-0.01568366351702645,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_headline_p999_intrahour_price_sd_asinh,exposure_headline_p999,intrahour_price_sd_asinh,log_demand_centered,0.8596362401822802,0.05284593502815691,16.266837548134145,0.0,0.7560593148292261,0.9632131655353344,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_headline_p999_intrahour_price_sd_asinh,exposure_headline_p999,intrahour_price_sd_asinh,log_demand_centered_sq,0.213764506001042,0.013886765975701557,15.393397308997471,0.0,0.18654673566366023,0.24098227633842376,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_raw_uncapped_intrahour_price_sd_asinh,exposure_raw_uncapped,intrahour_price_sd_asinh,renewable_share_ws_10pp,-0.002663873878172708,0.0012833188418879295,-2.075769318756204,0.037916909841720914,-0.005179151918377154,-0.00014859583796826168,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_raw_uncapped_intrahour_price_sd_asinh,exposure_raw_uncapped,intrahour_price_sd_asinh,log_demand_centered,0.9694404178275232,0.05708202400801278,16.983287377676724,0.0,0.8575608468344278,1.0813199888206186,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_raw_uncapped_intrahour_price_sd_asinh,exposure_raw_uncapped,intrahour_price_sd_asinh,log_demand_centered_sq,0.21688643137353417,0.01278124119391624,16.96912123657992,0.0,0.1918354664439462,0.24193739630312214,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_cap_at_one_intrahour_price_sd_asinh,exposure_cap_at_one,intrahour_price_sd_asinh,renewable_share_ws_10pp_cap1,-0.027334308838079125,0.004805388048349617,-5.68826254259881,1.2856486986123628e-08,-0.03675276872361568,-0.01791584895254257,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_cap_at_one_intrahour_price_sd_asinh,exposure_cap_at_one,intrahour_price_sd_asinh,log_demand_centered,0.8679528245121736,0.0531952412800116,16.316362208856294,0.0,0.7636912662246386,0.9722143827997086,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_cap_at_one_intrahour_price_sd_asinh,exposure_cap_at_one,intrahour_price_sd_asinh,log_demand_centered_sq,0.19473312566025386,0.012758464471608536,15.263053488418947,0.0,0.16972680262913917,0.21973944869136855,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_broad_including_hydro_intrahour_price_sd_asinh,exposure_broad_including_hydro,intrahour_price_sd_asinh,renewable_share_broad_10pp,-0.002684423393900646,0.0013002391186351613,-2.0645613221654484,0.038966159273455814,-0.005232864821992303,-0.00013598196580898994,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
