model,family,outcome,parameter,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,nobs,df_absorbed,week_clusters,effects,sample_flag,covariance
heterogeneity_season_intrahour_price_sd_asinh,heterogeneity_season,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999_x_SON,0.035061438325399694,0.011065248056158227,3.1686084349357793,0.0015319986139805675,0.013373783986748319,0.056749092664051065,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_price_asinh,heterogeneity_post_5ms,price_asinh,renewable_share_ws_10pp_winsor_p999,-0.24939045452265074,0.015868387632410608,-15.716181145794533,0.0,-0.2804921617869841,-0.21828874725831737,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_price_asinh,heterogeneity_post_5ms,price_asinh,log_demand_centered,5.340925107208783,0.18502774806877642,28.86553591531317,0.0,4.978274597937117,5.703575616480449,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_price_asinh,heterogeneity_post_5ms,price_asinh,log_demand_centered_sq,0.910625930791332,0.037113310840896495,24.536370109774214,0.0,0.8378846191897561,0.983367242392908,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_price_asinh,heterogeneity_post_5ms,price_asinh,renewable_share_ws_10pp_winsor_p999_x_post_5ms,-0.03041014987554116,0.020836101081916008,-1.459493297521705,0.14443137845131937,-0.07124847141088209,0.010428171659799767,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_negative_price_any,heterogeneity_post_5ms,negative_price_any,renewable_share_ws_10pp_winsor_p999,0.03760703971089791,0.002118441408718481,17.75222083373442,0.0,0.03345493893816205,0.04175914048363377,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_negative_price_any,heterogeneity_post_5ms,negative_price_any,log_demand_centered,-0.5571009202825995,0.020099447695096747,-27.717225305574146,0.0,-0.596495416615099,-0.5177064239501,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_negative_price_any,heterogeneity_post_5ms,negative_price_any,log_demand_centered_sq,-0.11736640599519739,0.00485397454476863,-24.179444064388225,0.0,-0.12688009439612702,-0.10785271759426777,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_negative_price_any,heterogeneity_post_5ms,negative_price_any,renewable_share_ws_10pp_winsor_p999_x_post_5ms,-0.0026959221196491585,0.002525893677736439,-1.0673141721725552,0.28583162649429794,-0.007646620802187895,0.002254776562889578,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_intrahour_price_sd_asinh,heterogeneity_post_5ms,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999,0.05386866197530992,0.005974767620404036,9.016026295541034,0.0,0.04215824263045586,0.06557908132016398,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_intrahour_price_sd_asinh,heterogeneity_post_5ms,intrahour_price_sd_asinh,log_demand_centered,0.8644918756058777,0.05069176912388586,17.053890415486226,0.0,0.7651370702832423,0.9638466809285131,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_intrahour_price_sd_asinh,heterogeneity_post_5ms,intrahour_price_sd_asinh,log_demand_centered_sq,0.237120272691697,0.013444811352369588,17.636563762562993,0.0,0.21076872415430714,0.26347182122908686,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
heterogeneity_post_5ms_intrahour_price_sd_asinh,heterogeneity_post_5ms,intrahour_price_sd_asinh,renewable_share_ws_10pp_winsor_p999_x_post_5ms,-0.114086948111684,0.0068797210822699574,-16.583077532852702,0.0,-0.1275710572800279,-0.10060283894334009,210399,52895,314,region_month + exact_aest_hour,headline_sample,clustered_aest_week_debiased
