region,observations,mean_price_aud_mwh,median_price_aud_mwh,price_p05_aud_mwh,price_p95_aud_mwh,negative_price_hour_share,mean_intrahour_price_sd,mean_renewable_share_ws,median_renewable_share_ws,mean_renewable_share_broad
NSW1,52608,107.28330615793543,69.68618958333333,11.180098583333336,281.8870271666666,0.08443582725060828,38.15370327050295,0.16902639094959881,0.13057393844083923,0.20808177647260526
VIC1,52608,76.83635039960653,53.69608541666667,-39.98838020833333,246.67201370833297,0.22433850364963503,22.728237710428214,0.26378484211691916,0.23032939941248076,0.31963401802608304
QLD1,52608,103.23579662186994,65.853445,-22.063885333333328,276.90942149999967,0.1426779197080292,46.8280916530759,0.1327481876780892,0.08315998581936879,0.15236639475341388
SA1,52608,86.25043842552465,56.50154458333334,-56.12491862499999,270.98445424999966,0.2693696776155718,43.72914636882259,0.7105998729124974,0.6490107614507397,0.7105998729124974
TAS1,52608,78.97460895907783,54.761509999999994,0.027076916666667544,220.8796839999996,0.1082344890510949,21.600881337290858,0.17614006018837172,0.1531446420416826,0.9985903869002015
