region,observations,first_hour,last_hour,mean_demand_mw,mean_wind_mw,mean_solar_utility_mw,mean_hydro_mw,mean_renewable_share_ws,mean_renewable_share_broad,mean_unmapped_scada_mw,p95_demand_mw,p95_wind_mw,p95_solar_utility_mw,p95_hydro_mw,p95_renewable_share_ws,p95_renewable_share_broad,p95_unmapped_scada_mw
NSW1,52608,2019-07-01 00:00:00+10:00,2025-06-30 23:00:00+10:00,7587.32547682862,654.2082099212873,552.1864234221237,321.314807481831,0.16902639094959881,0.20808177647260526,5.716186055305277,10072.965583333333,1473.0523543416662,2256.7346060624977,1044.3245416249993,0.4504376195666991,0.464145697727669,26.75475258333331
QLD1,52608,2019-07-01 00:00:00+10:00,2025-06-30 23:00:00+10:00,6114.55968604268,240.35443063775156,516.901283395423,127.2157364089112,0.1327481876780892,0.15236639475341388,6.898222108678021,7870.674541666664,601.4441403749995,1899.3866260749983,376.29030554166656,0.40941505495337377,0.42048003316534743,39.77079912499999
SA1,52608,2019-07-01 00:00:00+10:00,2025-06-30 23:00:00+10:00,1273.8174794549625,704.7110599167997,86.11934115814134,0.0,0.7105998729124974,0.7105998729124974,12.488378826889445,1914.8427083333333,1511.9024935833334,337.12583191666647,0.0,1.3948772681453394,1.3948772681453394,48.01769920833301
TAS1,52608,2019-07-01 00:00:00+10:00,2025-06-30 23:00:00+10:00,1128.2420829690034,193.63643884003383,0.0,945.4910361257096,0.17614006018837172,0.9985903869002015,0.0,1407.5166249999997,455.97493239166664,0.0,1667.8791077458327,0.41376800239055433,1.4949506386026543,0.0
VIC1,52608,2019-07-01 00:00:00+10:00,2025-06-30 23:00:00+10:00,4766.148702304466,1040.9484900354921,163.09369167602836,300.3781514749974,0.26378484211691916,0.31963401802608304,15.014037608174295,6533.7619583333335,2585.578906699998,632.1861698749992,1098.9992243749998,0.6040859004830476,0.6209623363921422,76.41678887499994
